game,song_name,credit
Pokémon Diamond Version & Pokémon Pearl Version,A Poké Radar Hit!,Th3Gavst3r
Star Fox 64,Aquas,Darth Makar
Star Fox 64,Bill's Theme & Katt's Theme,Kricketune54
Star Fox 64,Introduction,evilsqueaky
Star Fox 64,Map,The Deku Trombonist
Star Fox 64,Meteo,Kricketune54
Star Fox 64,Sector X,Commander6
Star Fox 64,Star Wolf,Fantastic Ike
Star Fox 64,Start Demo 1 (Starfox Main Theme),Bespinben
Super Mario 64,Cave Dungeon,Sebastian
Super Mario 64,Correct Solution,The Deku Trombonist
Pokémon Diamond Version & Pokémon Pearl Version,A Surprise at the Lake,AmpharosAndy
Pokémon Diamond Version & Pokémon Pearl Version,Battle! (Azelf/Mesprit/Uxie),Zeila
Pokémon Diamond Version & Pokémon Pearl Version,Battle! (Champion),Libera
Pokémon Diamond Version & Pokémon Pearl Version,Battle! (Elite Four),QWERTYkid911
Pokémon Diamond Version & Pokémon Pearl Version,Battle! (Gym Leader),Th3Gavst3r
Pokémon Diamond Version & Pokémon Pearl Version,Battle! (Legendary Pokémon),Sebastian
Pokémon Diamond Version & Pokémon Pearl Version,Battle! (Rival),JDMEK5
Pokémon Diamond Version & Pokémon Pearl Version,Battle! (Team Galactic Boss),JDMEK5
Pokémon Diamond Version & Pokémon Pearl Version,Battle! (Team Galactic Commander),JDMEK5
Pokémon Diamond Version & Pokémon Pearl Version,Battle! (Team Galactic),JDMEK5
Pokémon Diamond Version & Pokémon Pearl Version,Battle! (Trainer Battle),JDMEK5
Super Mario 64,"Dire, Dire Docks",Nacho2420
Super Mario 64,File Select,The Deku Trombonist
Super Mario 64,Game Start,Sebastian
Super Mario 64,Inside the Castle Walls,Don Valentino
Super Mario 64,Koopa Clear,JDMEK5
Super Mario 64,Koopa's Road,Don Valentino
Super Mario 64,Koopa's Theme,Dudeman
Super Mario 64,Lakitu's Message,Sebastian
Super Mario 64,Lethal Lava Land,Olimar12345
Super Mario 64,Looping Steps,Don Valentino
Pokémon Diamond Version & Pokémon Pearl Version,Battle! (Wild Pokémon),JDMEK5
Pokémon Diamond Version & Pokémon Pearl Version,Canalave City (Day),Don Valentino
Pokémon Diamond Version & Pokémon Pearl Version,Champion Cynthia,Th3Gavst3r
Pokémon Diamond Version & Pokémon Pearl Version,Contest Hall,AmpharosAndy
Pokémon Diamond Version & Pokémon Pearl Version,Contest: Results Announcement,FireArrow
Pokémon Diamond Version & Pokémon Pearl Version,Contest: Results Announcement (Four Hands),FireArrow
Pokémon Diamond Version & Pokémon Pearl Version,Decisive Battle! (Pokémon League),Zeila
Pokémon Diamond Version & Pokémon Pearl Version,Eterna City (Day),Latios212
Pokémon Diamond Version & Pokémon Pearl Version,Eterna City (Night),FireArrow
Pokémon Diamond Version & Pokémon Pearl Version,Eterna Forest,Zeila
Pokémon Diamond Version & Pokémon Pearl Version,Evolution,Sebastian
Pokémon Diamond Version & Pokémon Pearl Version,Fight Area (Day),dajwxp
Pokémon Diamond Version & Pokémon Pearl Version,Floaroma Town (Day),Latios212
Super Mario 64,Merry-Go-Round,Sebastian
Super Mario 64,Metallic Mario,Sebastian
Super Mario 64,Opening,JDMEK5
Super Mario 64,Peach's Message,Sebastian
Super Mario 64,Piranha Plant's Lullaby,Latios212
Super Mario 64,Piranha Plant's Lullaby - Piano,The Deku Trombonist
Super Mario 64,Power Star,Sebastian
Super Mario 64,Powerful Mario,The Deku Trombonist
Super Mario 64,Race Fanfare,JDMEK5
Super Mario 64,Slider,Sebastian
Super Mario 64,Slider (Four Hands),Sebastian
Pokémon Diamond Version & Pokémon Pearl Version,Game Corner,Sebastian
Pokémon Diamond Version & Pokémon Pearl Version,Hearthome City (Day),FireArrow
Pokémon Diamond Version & Pokémon Pearl Version,Jubilife City (Day),JDMEK5
Pokémon Diamond Version & Pokémon Pearl Version,Lake,Zeila
Pokémon Diamond Version & Pokémon Pearl Version,Lake Caverns,Don Valentino
Pokémon Diamond Version & Pokémon Pearl Version,Let's Go Together!,Latios212
Pokémon Diamond Version & Pokémon Pearl Version,Mt. Coronet,Bespinben
Pokémon Diamond Version & Pokémon Pearl Version,Mystery Gift,Latios212
Pokémon Diamond Version & Pokémon Pearl Version,Nintendo Wi-Fi Connection,Latios212
Pokémon Diamond Version & Pokémon Pearl Version,Obtained a Key Item!,Thomas Wilson
Action 52,Game 52: Action Gamemaster (Cheetahmen Theme),Yugikun
Super Mario 64,Slider (Two Pianos),Sebastian
Super Mario 64,Snow Mountain,Olimar12345
Super Mario 64,Staff Roll,Don Valentino
Super Mario 64,Star Catch Fanfare,Sebastian
Super Mario 64,Super Mario 64 Main Theme,TheMarioPianist
Super Mario 64,Title Theme,TheMarioPianist
Super Mario 64,Toad's Message,Sebastian
Super Mario 64,Ultimate Koopa,Don Valentino
Super Mario 64,Ultimate Koopa Clear,Sebastian
Super Smash Bros.,All Clear,AwesomeYears
Super Smash Bros.,Character Select,LeviR.star
Pokémon Diamond Version & Pokémon Pearl Version,Obtained an Item!,Th3Gavst3r
Pokémon Diamond Version & Pokémon Pearl Version,Old Chateau,Sebastian
Pokémon Diamond Version & Pokémon Pearl Version,Oreburgh City (Day) (Four Hands),dajwxp
Pokémon Diamond Version & Pokémon Pearl Version,Oreburgh Mine,AmpharosAndy
Pokémon Diamond Version & Pokémon Pearl Version,Poffins,Trasdegi
Pokémon Diamond Version & Pokémon Pearl Version,Pokémon Center (Day),Yug Guy
Pokémon Diamond Version & Pokémon Pearl Version,Pokémon Center (Night),Yug Guy
Pokémon Diamond Version & Pokémon Pearl Version,Pokémon Gym,Jompa
Pokémon Diamond Version & Pokémon Pearl Version,Pokémon Healed,Th3Gavst3r
Pokémon Diamond Version & Pokémon Pearl Version,Pokémon League (Day),QWERTYkid911
Air Fortress,Evacuation,Jacopo Tore
Air Fortress,Title Screen / Prologue,Jacopo Tore
Aladdin,Prince Ali,Jacopo Tore
Anticipation,Puzzle Solving,Jacopo Tore
Anticipation,Title Screen,Joeberryosponge
Arkista's Ring,Overworld,Andrea Carta
Balloon Fight,Balloon Trip,Th3Gavst3r
Blaster Master,Area 1,Yug Guy
Bomberman,Music from Bomberman,LeviR.star
Castlevania,Black Night,Tobbeh99
Super Smash Bros.,Classic Clear! (Fox),"Fabian ""JFK"" Kuhnlein"
Super Smash Bros.,Dream Land,Latios212
Super Smash Bros.,Fighting Polygon Team,Olimar12345
Super Smash Bros.,Hyrule Castle,Thomas Wilson
Super Smash Bros.,Peach's Castle,Static
Super Smash Bros.,Saffron City,Latios212
The Legend of Zelda: Majora's Mask,Alien Invasion,Jesse J.K.
The Legend of Zelda: Majora's Mask,Astral Observatory,The Deku Trombonist
The Legend of Zelda: Majora's Mask,Boat Cruise,The Deku Trombonist
Pokémon Diamond Version & Pokémon Pearl Version,Pokémon League (Night),Pianist Da Sootopolis
Pokémon Diamond Version & Pokémon Pearl Version,Route 201 (Day),Latios212
Pokémon Diamond Version & Pokémon Pearl Version,Route 201 (Night),Latios212
Pokémon Diamond Version & Pokémon Pearl Version,Route 205 (Day) (Two Pianos),dahans
Pokémon Diamond Version & Pokémon Pearl Version,Route 205 (Night),Joel Hands-Otte
Pokémon Diamond Version & Pokémon Pearl Version,Route 205 (Night) (Four Hands),Joel Hands-Otte
Pokémon Diamond Version & Pokémon Pearl Version,Route 206 (Night),Latios212
Pokémon Diamond Version & Pokémon Pearl Version,Route 209 (Day),TheMarioPianist
Pokémon Diamond Version & Pokémon Pearl Version,Route 216 (Day),dajwxp
Pokémon Diamond Version & Pokémon Pearl Version,Route 225 (Night),Joel Hands-Otte
Castlevania,Heart of Fire,G-Han
Castlevania,Nothing to Lose,Tobbeh99
Castlevania,Out of Time,G-Han
Castlevania,Poison Mind,G-Han
Castlevania,Short Jingles,Tobbeh99
Castlevania,Stalker,G-Han
Castlevania,Underground,Tobbeh99
Castlevania,Vampire Killer,G-Han
Castlevania,Voyager,Tobbeh99
Castlevania,Walking on the Edge,G-Han
The Legend of Zelda: Majora's Mask,Boss Battle,The Deku Trombonist
The Legend of Zelda: Majora's Mask,Bremen March,Tangy
The Legend of Zelda: Majora's Mask,Calling the Four Giants,Bespinben
The Legend of Zelda: Majora's Mask,Clock Tower,The Deku Trombonist
The Legend of Zelda: Majora's Mask,Clock Town - First Day,Tangy
The Legend of Zelda: Majora's Mask,Clock Town - Second Day,Tangy
The Legend of Zelda: Majora's Mask,Clock Town - Third Day,Latios212
The Legend of Zelda: Majora's Mask,Clock Town - Third Day (Four Hands),Latios212
The Legend of Zelda: Majora's Mask,Cremia's Carriage,JDMEK5
The Legend of Zelda: Majora's Mask,Deku Palace,The Deku Trombonist
The Legend of Zelda: Majora's Mask,Elegy of Emptiness,Olimar12345
The Legend of Zelda: Majora's Mask,Goron Lullaby,Sebastian
The Legend of Zelda: Majora's Mask,Goron Race,The Deku Trombonist
Pokémon Diamond Version & Pokémon Pearl Version,Route 225 (Night) (Four Hands),Joel Hands-Otte
Pokémon Diamond Version & Pokémon Pearl Version,Route 228 (Night),Joel Hands-Otte
Pokémon Diamond Version & Pokémon Pearl Version,Route 228 (Night) (Four Hands),Joel Hands-Otte
Pokémon Diamond Version & Pokémon Pearl Version,Sandgem Town (Day),braix
Pokémon Diamond Version & Pokémon Pearl Version,Snowpoint City (Day),Zeila
Pokémon Diamond Version & Pokémon Pearl Version,Solaceon Town (Day),Latios212
Pokémon Diamond Version & Pokémon Pearl Version,Spear Pillar,Th3Gavst3r
Pokémon Diamond Version & Pokémon Pearl Version,Stark Mountain,Joel Hands-Otte
Pokémon Diamond Version & Pokémon Pearl Version,Surf,Latios212
Pokémon Diamond Version & Pokémon Pearl Version,Team Galactic Appears!,Don Valentino
Pokémon Diamond Version & Pokémon Pearl Version,The Legendary Pokémon Appears!,Libera
Castlevania,Wicked Child,G-Han
Castlevania II: Simon's Quest,A Requiem,LeviR.star
Castlevania II: Simon's Quest,Bloody Tears,LeviR.star
Castlevania II: Simon's Quest,Dwelling of Doom,LeviR.star
Castlevania II: Simon's Quest,Game Over,LeviR.star
Castlevania II: Simon's Quest,Last Boss,LeviR.star
Castlevania II: Simon's Quest,Message of Darkness,LeviR.star
Castlevania II: Simon's Quest,Monster Dance,LeviR.star
Castlevania II: Simon's Quest,The Silence of Daylight,LeviR.star
Castlevania II: Simon's Quest,Within These Castle Walls,LeviR.star
The Legend of Zelda: Majora's Mask,Guru Guru,Dekudude
The Legend of Zelda: Majora's Mask,Ikana Canyon,Beethoven II
The Legend of Zelda: Majora's Mask,Inverted Song of Time,Winter
The Legend of Zelda: Majora's Mask,Last Day (Final Hours),Bloop
The Legend of Zelda: Majora's Mask,Magic Hags' Potion Shop,Kothund
The Legend of Zelda: Majora's Mask,Majora's Theme,The Deku Trombonist
The Legend of Zelda: Majora's Mask,Majora's Wrath Battle,The Deku Trombonist
The Legend of Zelda: Majora's Mask,Mayor's Office,The Deku Trombonist
The Legend of Zelda: Majora's Mask,Middle Boss Battle,Beethoven II
The Legend of Zelda: Majora's Mask,Milk Bar,G-Han
The Legend of Zelda: Majora's Mask,Mini Game,The Deku Trombonist
The Legend of Zelda: Majora's Mask,Music Box House,G-Han
The Legend of Zelda: Majora's Mask,New Wave Bossa Nova,Tangy
Pokémon Diamond Version & Pokémon Pearl Version,The Pokémon Lab,spitllama
Pokémon Diamond Version & Pokémon Pearl Version,The Pokémon Lab (Two Pianos),Latios212
Pokémon Diamond Version & Pokémon Pearl Version,Trainers' Eyes Meet (Ace Trainer),Don Valentino
Pokémon Diamond Version & Pokémon Pearl Version,Trainers' Eyes Meet (Aroma Lady),Don Valentino
Pokémon Diamond Version & Pokémon Pearl Version,Trainers' Eyes Meet (Artist),Th3Gavst3r
Pokémon Diamond Version & Pokémon Pearl Version,Trainers' Eyes Meet (Artist) (Four Hands),Don Valentino
Pokémon Diamond Version & Pokémon Pearl Version,Trainers' Eyes Meet (Cyclist),Don Valentino
Pokémon Diamond Version & Pokémon Pearl Version,Trainers' Eyes Meet (Hiker) (Four Hands),Don Valentino
Pokémon Diamond Version & Pokémon Pearl Version,Trainers' Eyes Meet (Lass),Don Valentino
Pokémon Diamond Version & Pokémon Pearl Version,Trainers' Eyes Meet (Sailor),Sebastian
Pokémon Diamond Version & Pokémon Pearl Version,Trainers' Eyes Meet (Twins),Don Valentino
Pokémon Diamond Version & Pokémon Pearl Version,Twinleaf Town (Day),Latios212
Pokémon Diamond Version & Pokémon Pearl Version,Valor Lakefront (Day),Th3Gavst3r
Castlevania III: Dracula's Curse,Aquarius,Atcero
Castlevania III: Dracula's Curse,Beginning,LeviR.star
Castlevania III: Dracula's Curse,Clockwork,Johnny Goforth
Castlevania III: Dracula's Curse,Dead Beat,Atcero
Castlevania III: Dracula's Curse,Demon Seed,Jake_Luigi
Castlevania III: Dracula's Curse,Mad Forest,Atcero
Castlevania III: Dracula's Curse,Prologue,Atcero
Castlevania III: Dracula's Curse,Riddle,LeviR.star
Circus Charlie,Stage 1,Jacopo Tore
Circus Charlie,Stage 2,Jacopo Tore
Clu Clu Land,Music from Clu Clu Land,Yug Guy
Crystalis,The Great Pyramid,Yug Guy
The Legend of Zelda: Majora's Mask,Oath to Order,G-Han
The Legend of Zelda: Majora's Mask,Opening,Dekudude
The Legend of Zelda: Majora's Mask,Piano Practice,Dekudude
The Legend of Zelda: Majora's Mask,Pirates' Fortress,The Deku Trombonist
The Legend of Zelda: Majora's Mask,Rosa Sisters,The Deku Trombonist
The Legend of Zelda: Majora's Mask,Sharp's Curse,The Deku Trombonist
The Legend of Zelda: Majora's Mask,Sonata of Awakening,The Deku Trombonist
The Legend of Zelda: Majora's Mask,Song of Double Time,Dekudude
The Legend of Zelda: Majora's Mask,Song of Healing,The Deku Trombonist
The Legend of Zelda: Majora's Mask,Song of Soaring,Zunawe
The Legend of Zelda: Majora's Mask,Southern Swamp,The Deku Trombonist
The Legend of Zelda: Majora's Mask,Stone Tower Temple,The Deku Trombonist
Pokémon Diamond Version & Pokémon Pearl Version,Valor Lakefront (Night),dajwxp
Pokémon Diamond Version & Pokémon Pearl Version,Veilstone City (Day),Latios212
Pokémon Diamond Version & Pokémon Pearl Version,Victory Road,Latios212
Pokémon Diamond Version & Pokémon Pearl Version,Victory! (Gym Leader),Latios212
Pokémon Diamond Version & Pokémon Pearl Version,Victory! (Team Galactic),AmpharosAndy
Pokémon Diamond Version & Pokémon Pearl Version,Victory! (Trainer Battle),AmpharosAndy
Pokémon Diamond Version & Pokémon Pearl Version,Victory! (Wild Pokémon),Th3Gavst3r
Pokémon Diamond Version & Pokémon Pearl Version,You're a Jackpot Winner!,Onionleaf
Pokémon Diamond Version & Pokémon Pearl Version,You're a Winner!,Onionleaf
Pokémon HeartGold Version & Pokémon SoulSilver Version,An Adventure Begins!,The Deku Trombonist
Crystalis,Town,Yug Guy
Digital Devil Story: Megami Tensei,Last Battle,Static
Digital Devil Story: Megami Tensei II,Death Match,Static
Donkey Kong,25M,WiiMan96
Donkey Kong,Game Start,Tangy
Donkey Kong,Hammer,WiiMan96
Donkey Kong,Radar,WiiMan96
Dr. Jekyll and Mr. Hyde,Transformation to Jekyll,Jacopo Tore
Dr. Mario,Chill,Nine Lives
Dr. Mario,Endings,Nine Lives
Dr. Mario,Fever,ThatHiddenCharacter
Dr. Mario,Title Screen,Latios212
The Legend of Zelda: Majora's Mask,Tatl and Tael,FierceDeity
The Legend of Zelda: Majora's Mask,Termina Field,The Deku Trombonist
The Legend of Zelda: Majora's Mask,Title Screen,The Deku Trombonist
The Legend of Zelda: Ocarina of Time,Bolero of Fire,G-Han
The Legend of Zelda: Ocarina of Time,Boss Battle,The Deku Trombonist
The Legend of Zelda: Ocarina of Time,Dinosaur Boss Battle,Olimar12345
The Legend of Zelda: Ocarina of Time,End Credits,Zunawe
The Legend of Zelda: Ocarina of Time,Escape From Ganon's Castle,The Deku Trombonist
Pokémon HeartGold Version & Pokémon SoulSilver Version,Battle! (Trainer Battle—Johto Version) (Two Pianos),JDMEK5
Pokémon HeartGold Version & Pokémon SoulSilver Version,Battle! (Wild Pokémon - Kanto Version) (Two Pianos),JDMEK5
Pokémon HeartGold Version & Pokémon SoulSilver Version,Cerulean City,JDMEK5
Pokémon HeartGold Version & Pokémon SoulSilver Version,Cianwood City,Latios212
Pokémon HeartGold Version & Pokémon SoulSilver Version,Cinnabar Island,Nebbles
Pokémon HeartGold Version & Pokémon SoulSilver Version,Goldenrod City,Latios212
Pokémon HeartGold Version & Pokémon SoulSilver Version,Goldenrod Game Corner,The Deku Trombonist
Pokémon HeartGold Version & Pokémon SoulSilver Version,Lavender Town,Latios212
Pokémon HeartGold Version & Pokémon SoulSilver Version,Lyra,DrP
Pokémon HeartGold Version & Pokémon SoulSilver Version,National Park,Olimar12345
Pokémon HeartGold Version & Pokémon SoulSilver Version,New Bark Town,Latios212
Pokémon HeartGold Version & Pokémon SoulSilver Version,Pewter City (Four Hands),Latios212
Pokémon HeartGold Version & Pokémon SoulSilver Version,Pokégear Radio: Unown,Latios212
Pokémon HeartGold Version & Pokémon SoulSilver Version,Pokémaniac Encounter,Jordan Knapp
Dr. Mario,VS Game Over,Nine Lives
Dragon Buster,Catacomb,Jacopo Tore
Dragon Buster,Game Over,Jacopo Tore
Dragon Quest,Chateau Ladutorm,Yug Guy
Dragon Quest,Dragonlord,LeviR.star
Dragon Quest,Dungeon,Sebastian
Dragon Quest,Miscellaneous Short Themes,LeviR.star
Dragon Quest,Overture March,Yug Guy
Dragon Quest,People,LeviR.star
Dragon Quest,Unknown World,Yug Guy
Dragon Quest II: Luminaries of the Legendary Line,Ever Upwards/Devil's Tower,Commander6
Dragon Quest III: The Seeds of Salvation,Ramia's Flight,Gabriele Sechi
The Legend of Zelda: Ocarina of Time,Escape From Lon Lon Ranch,The Deku Trombonist
The Legend of Zelda: Ocarina of Time,Fairy Flying,The Deku Trombonist
The Legend of Zelda: Ocarina of Time,Final Battle Against Ganon,Bespinben
The Legend of Zelda: Ocarina of Time,Forest Temple,The Deku Trombonist
The Legend of Zelda: Ocarina of Time,Game Over,The Deku Trombonist
The Legend of Zelda: Ocarina of Time,Ganon's Tower,Bespinben
The Legend of Zelda: Ocarina of Time,Ganondorf Battle,Bespinben
The Legend of Zelda: Ocarina of Time,Gerudo Valley,Zunawe
The Legend of Zelda: Ocarina of Time,Goron City,Sekter77
The Legend of Zelda: Ocarina of Time,Great Fairy Fountain,The Deku Trombonist
The Legend of Zelda: Ocarina of Time,Horse Race,Sekter77
The Legend of Zelda: Ocarina of Time,House,G-Han
The Legend of Zelda: Ocarina of Time,Hyrule Castle Courtyard,Don Valentino
The Legend of Zelda: Ocarina of Time,Hyrule Field,The Deku Trombonist
Pokémon HeartGold Version & Pokémon SoulSilver Version,Pokémon Center,JDMEK5
Pokémon HeartGold Version & Pokémon SoulSilver Version,Pokéwalker,The Deku Trombonist
Pokémon HeartGold Version & Pokémon SoulSilver Version,Radio Transmission,Latios212
Pokémon HeartGold Version & Pokémon SoulSilver Version,Route 47,The Deku Trombonist
Pokémon HeartGold Version & Pokémon SoulSilver Version,Safari Zone Gate,The Deku Trombonist
Pokémon HeartGold Version & Pokémon SoulSilver Version,Team Rocket HQ,The Deku Trombonist
Pokémon HeartGold Version & Pokémon SoulSilver Version,The Pokémon League,Latios212
Pokémon HeartGold Version & Pokémon SoulSilver Version,Title Screen,JDMEK5
Pokémon HeartGold Version & Pokémon SoulSilver Version,Viridian Forest,Clanker37
Pokémon HeartGold Version & Pokémon SoulSilver Version,Viridian Forest (Two Pianos),braix
Pokémon Mystery Dungeon: Explorers of Sky,Barren Valley,InsigTurtle
Pokémon Mystery Dungeon: Explorers of Sky,Defend Globe,InsigTurtle
Pokémon Mystery Dungeon: Explorers of Sky,Here Comes Team Charm!,mastersuperfan
Pokémon Mystery Dungeon: Explorers of Sky,Limestone Cavern,InsigTurtle
Animal Crossing,10:00 A.M.,The Deku Trombonist
Dragon Quest III: The Seeds of Salvation,Rondo,LeviR.star
Duck Hunt,Clay-Shooting Intro,Th3Gavst3r
Duck Hunt,Game Over,Th3Gavst3r
Duck Hunt,Round Clear,Th3Gavst3r
Duck Hunt,Round Start,Th3Gavst3r
Duck Hunt,Title Screen,Th3Gavst3r
DuckTales,African Mines,Nine Lives
DuckTales,Amazon,The Deku Trombonist
DuckTales,Boss,Nine Lives
DuckTales,Boss Victory Theme,Thomas Wilson
DuckTales,Himalayas,Thomas Wilson
The Legend of Zelda: Ocarina of Time,Ice Cavern,Brian Ross
The Legend of Zelda: Ocarina of Time,Inside the Deku Tree,Sidon327
The Legend of Zelda: Ocarina of Time,Jabu Jabu's Belly,Dekudude
The Legend of Zelda: Ocarina of Time,Kaepora Gaebora's Theme,Sekter77
The Legend of Zelda: Ocarina of Time,Kakariko Village,G-Han
The Legend of Zelda: Ocarina of Time,Kokiri Forest,The Deku Trombonist
The Legend of Zelda: Ocarina of Time,Kotake & Koume's Theme,Kothund
The Legend of Zelda: Ocarina of Time,Lakeside Laboratory,Sam Waetford
The Legend of Zelda: Ocarina of Time,Lon Lon Ranch,Beethoven II
The Legend of Zelda: Ocarina of Time,Lost Woods,The Deku Trombonist
